SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
1616	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1617	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1614	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1615	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1960	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1613	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1610	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1963	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1985	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3650	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2873	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2872	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2871	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2870	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2877	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2876	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2875	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2542	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2879	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2878	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3355	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3354	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3357	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3356	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3351	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3350	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3353	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3352	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3359	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3358	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2544	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1768	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1769	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1762	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1763	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1760	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1761	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1766	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1767	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1764	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1765	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1142	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1143	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1140	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1141	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1146	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1147	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1144	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1145	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1148	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1149	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2967	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2966	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
692	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
693	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
690	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
691	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
696	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
697	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
694	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
695	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
698	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
699	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1548	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1549	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
542	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
543	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
541	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
546	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
547	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
544	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
545	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
548	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
549	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1782	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1784	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1785	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1786	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2388	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1787	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3320	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3547	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
414	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
415	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
416	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
417	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1388	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
411	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
412	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
413	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1384	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1385	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1386	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1387	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1380	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1381	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1382	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1383	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3582	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3583	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2446	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2438	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3585	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3588	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
368	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
369	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
366	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
367	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
364	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
365	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
362	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
363	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
360	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
361	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3202	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
380	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
383	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
384	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
385	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
386	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
387	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
388	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
389	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3215	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2792	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3216	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2190	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2191	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
258	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
259	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2194	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2195	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2196	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2197	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
252	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2199	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
250	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
251	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
256	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
257	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
254	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
255	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2200	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2201	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2202	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2203	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2204	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2205	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2206	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2207	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2208	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2209	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3210	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1679	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2429	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2420	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2421	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2422	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2423	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2424	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1849	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2426	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2427	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1848	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
168	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
169	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
164	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
165	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
166	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
167	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
160	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
161	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
162	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
163	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3689	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3688	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3683	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3682	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3681	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3680	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3687	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3686	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3685	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3684	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3257	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3212	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2518	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2519	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1842	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2514	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2515	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2516	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2517	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2510	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1841	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2512	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2734	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2735	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2736	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1840	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2730	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2731	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2732	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2733	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2739	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3531	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3213	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3533	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3532	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3535	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3534	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3537	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3536	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3539	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
678	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
679	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1814	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1815	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1816	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1817	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1810	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1811	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1812	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1813	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1818	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1819	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2168	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
670	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
671	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2401	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1609	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1608	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3229	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3228	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1979	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1978	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1601	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1600	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1603	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1602	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1605	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1604	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3223	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1606	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
809	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
808	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
803	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
802	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
801	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
800	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
807	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
806	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
805	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
804	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2848	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2849	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2846	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2847	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2845	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2842	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2843	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2840	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2841	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3039	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3321	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3322	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3323	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3324	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3325	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3326	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3327	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3328	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3329	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3589	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1775	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1774	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1777	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1776	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1771	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1770	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1773	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1779	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1778	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
608	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2998	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1159	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1158	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2999	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1155	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1154	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1157	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1156	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1151	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1150	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1153	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1152	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1555	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2618	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1554	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
1551	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1550	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1553	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1552	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
59	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
58	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1557	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1556	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
55	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
54	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
57	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
56	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
51	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
50	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
53	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
52	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
537	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
536	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
535	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
534	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
533	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
532	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
531	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
530	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2992	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
539	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
538	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2993	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1558	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2994	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3541	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2995	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2805	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3294	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2996	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3295	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3033	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3296	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3297	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3290	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3291	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
429	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
428	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3292	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1399	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
1398	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
421	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1396	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1395	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
1394	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1393	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1392	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
427	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
1390	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3452	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3453	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3450	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3451	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
3627	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3456	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3626	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3457	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3454	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3455	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
3517	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3516	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3474	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3475	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2183	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2182	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2181	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2180	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2187	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2186	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
229	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
228	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
227	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
226	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
225	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
224	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
223	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
222	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
221	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
220	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2213	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2212	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2211	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
2210	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2217	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2216	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2215	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2214	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
2219	0	0	0	0	0	0	0	5	0.5973408731425077	0.2616238336630372	0.21221428629365105
2218	0	0	0	0	0	0	0	2	0.823653	0.0	0.0
3698	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2681	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
2230	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
3549	0	0	0	0	0	0	0	1	0.823653	0.777275	0.782314
151	0	0	0	0	0	0	0	6	0.0	0.5027310324771355	0.8063145960537133
